Supplier,Purchase Currency,BRAND,TYPE,SUBTYPE,SKU,EAN,Product Name,Base Price/Unit (USD),Purchase Price/Unit,QTY,TOTAL (USD),Remarks,Incoming Stocks,Incoming Stocks (USD),Allocated Stocks,Allocated Stocks (USD),Non-Allocated Stocks,Non-Allocated Stocks (USD),Total Stocks,SOH + In Transit Stock (USD),PO Number
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,62810,8028713628108,LUCE DI COLONIA DIFF. SPRAY 100ml,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,62200,8028713622007,LUCE DI COLONIA ROOM DIFFUSER 180 ml,0,18.7700,6.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,6.00000,0,6.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,62200,8028713622007,LUCE DI COLONIA ROOM DIFFUSER 180 ml,0,18.7700,6.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,6.00000,0,6.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,62202,8028713622021,OH! L'AMORE ROOM DIFFUSER 180 ml,0,18.7700,6.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,6.00000,0,6.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,62059,8028713620591,Oh! L'Amore Room Diffuser 180 ml,0,18.7700,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,62016,8028713620164,Profumi Dell'Orto Candle 200 Gr.,0,0,1.00000,0,ADP 2109,0,0,0,0,1.00000,0,1.00000,0,PO0102
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,62016,8028713620164,Profumi Dell'Orto Candle 200 Gr.,0,13.3700,6.00000,0,ADP 2109,0,0,0,0,6.00000,0,6.00000,0,PO0102
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,62016,8028713620164,Profumi Dell'Orto Candle 200 Gr.,0,12.9400,6.00000,0,ADP 1307,0,0,0,0,6.00000,0,6.00000,0,PO0073
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,62215,8028713622151,Refill Diffusore 500ml Luce Di Colonia,0,21.1400,6.00000,0,ADP 2109,0,0,0,0,6.00000,0,6.00000,0,PO0102
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81071,8028713810718,SIG. AMBRA EDP 100 ml.,0,51.3400,44.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,44.00000,0,44.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81061,8028713810619,SIG. LEATHER EDP 100 ml.,0,51.3400,48.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,48.00000,0,48.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81121,8028713811210,SIG. LILY OF THE VALLEY EDP 100 ML,0,51.3400,59.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,59.00000,0,59.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81121,8028713811210,SIG. LILY OF THE VALLEY EDP 100 ML,0,51.3400,46.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,46.00000,0,46.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81333,8028713813337,SIG. Magnolia Infinita Edp 100 Ml,0,51.3400,36.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,36.00000,0,36.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81001,8028713810015,SIG. OSMANTHUS EDP 100 ml.,0,51.3400,39.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,39.00000,0,39.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81001,8028713810015,SIG. OSMANTHUS EDP 100 ml.,0,51.3400,48.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,48.00000,0,48.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81051,8028713810510,SIG. OUD EDP 100 ml.,0,51.3400,48.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,48.00000,0,48.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81051,8028713810510,SIG. OUD EDP 100 ml.,0,51.3400,39.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,39.00000,0,39.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81081,8028713810817,SIG. QUERCIA EDP 100 ml.,0,51.3400,44.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,44.00000,0,44.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81031,8028713810312,SIG. SAKURA EDP 100 ml.,0,51.3400,39.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,39.00000,0,39.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81031,8028713810312,SIG. SAKURA EDP 100 ml.,0,51.3400,48.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,48.00000,0,48.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81091,8028713810916,SIG. SANDALO EDP 100 ml.,0,51.3400,44.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,44.00000,0,44.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81041,8028713810411,SIG. VANIGLIA EDP 100 ml.,0,51.3400,42.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,42.00000,0,42.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81041,8028713810411,SIG. VANIGLIA EDP 100 ml.,0,51.3400,48.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,48.00000,0,48.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81011,8028713810114,SIG. YUZU EDP 100 ml.,0,51.3400,48.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,48.00000,0,48.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81011,8028713810114,SIG. YUZU EDP 100 ml.,0,51.3400,48.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,48.00000,0,48.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81321,8028713813214,SIGNATURE OUD&SPICE EDP 100 ML,0,51.3400,46.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,46.00000,0,46.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Fragrances,81321,8028713813214,SIGNATURE OUD&SPICE EDP 100 ML,0,51.3400,48.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,48.00000,0,48.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Skincare,57286,8028713572869,BM Fico Body Lotion 150 ml,0,11.0000,12.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,12.00000,0,12.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Skincare,22101,8028713221019,Colonia Essenza EDC 5ml,0,0,120.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,120.00000,0,120.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Skincare,81725,8028713817250,SIG. OSMANTHUS BODY CREAM 150 ml,0,9.3900,5.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,5.00000,0,5.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,Catalogue,Skincare,81725,8028713817250,SIG. OSMANTHUS BODY CREAM 150 ml,0,0,5.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,5.00000,0,5.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,95944,8028713959448,Blu Med Set Fiale 4 x 1.5 ml,0,0,20.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,20.00000,0,20.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,57208,8028713572081,BM - Fico EDT 5 ml,0,0,600.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,600.00000,0,600.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,15005,8028713150050,COLONIA C.L.U.B.EDC MINIATURA 5 ml,0,0,80.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,80.00000,0,80.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,95940,8028713959400,COLONIAS MINIATURE SET 3 x 5 ml,0,0,20.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,20.00000,0,20.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,95940,8028713959400,COLONIAS MINIATURE SET 3 x 5 ml,0,4.7300,50.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,50.00000,0,50.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,62093,8028713620935,SIG. Magnolia Infinita EDP 5 ml,0,0,50.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,50.00000,0,50.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81200,8028713812002,SIG. OSMANTHUS EDP MINIATURE 5 ml,0,0,75.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,75.00000,0,75.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81200,8028713812002,SIG. OSMANTHUS EDP MINIATURE 5 ml,0,3.1600,75.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,75.00000,0,75.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81205,8028713812057,SIG. OUD EDP MINIATURE 5 ml,0,3.5500,75.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,75.00000,0,75.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81205,8028713812057,SIG. OUD EDP MINIATURE 5 ml,0,0,75.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,75.00000,0,75.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81208,8028713812088,SIG. QUERCIA EDP MINIATURE 5 ml,0,0,75.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,75.00000,0,75.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81208,8028713812088,SIG. QUERCIA EDP MINIATURE 5 ml,0,3.5500,75.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,75.00000,0,75.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81203,8028713812033,SIG. SAKURA EDP MINIATURE 5 ml,0,3.1400,75.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,75.00000,0,75.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81209,8028713812095,SIG. SANDALO EDP MINIATURE 5 ml,0,3.5000,75.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,75.00000,0,75.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81209,8028713812095,SIG. SANDALO EDP MINIATURE 5 ml,0,0,75.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,75.00000,0,75.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81201,8028713812019,SIG. YUZU EDP MINIATURE 5 ml,0,0,75.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,75.00000,0,75.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81201,8028713812019,SIG. YUZU EDP MINIATURE 5 ml,0,3.1600,75.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,75.00000,0,75.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81232,8028713812323,SIGNATURES LILY OF THE VALLEY 5ml,0,3.2400,75.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,75.00000,0,75.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Miniature,81233,8028713812330,SIGNATURES OUD&SPICE 5ml MINIATURE,0,3.6600,75.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,75.00000,0,75.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,543,8028713005435,"ADP BLAZON STICKERS(1500 pcs- 4,5cm)",0,10.7300,1.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,1.00000,0,1.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,521,8028713005213,ADP TISSUE PAPER (50 sheets),0,1.9700,5.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,5.00000,0,5.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,521,8028713005213,ADP TISSUE PAPER (50 sheets),0,0,9.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,9.00000,0,9.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,31029,8028713310294,"AOG POUCH 13x8,5 cm",0,0,20.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,20.00000,0,20.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,31029,8028713310294,"AOG POUCH 13x8,5 cm",0,0.4400,30.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,30.00000,0,30.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,25854,8028713258541,BLOTTER HOLDER,0,10.6700,3.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,3.00000,0,3.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,25854,8028713258541,BLOTTER HOLDER,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,62029,8028713620294,Buongiorno Mini Candle 30 Gr Gwp,0,0,30.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,30.00000,0,30.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,21108,8028713211089,"Colonia Intensa EDC Sofistic 1,5 ml",0,0.2000,160.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,160.00000,0,160.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,95404,8028713954047,LINE NAVIG -1 UNIT NO VIS (CLUSTER C/D),0,0,5.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,5.00000,0,5.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,539,8028713005398,SHOPPING BAG L [26x20x36cm],0,0,20.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,20.00000,0,20.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,539,8028713005398,SHOPPING BAG L [26x20x36cm],0,0.4700,50.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,50.00000,0,50.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,538,8028713005381,SHOPPING BAG M [21x14x30cm],0,0.3400,50.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,50.00000,0,50.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,538,8028713005381,SHOPPING BAG M [21x14x30cm],0,0,20.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,20.00000,0,20.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,540,8028713005404,SHOPPING BAG S FOR HATBOX [35x25x35cm],0,0.7000,10.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,10.00000,0,10.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,537,8028713005374,SHOPPING BAG S [18x9x25cm],0,0.2700,50.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,50.00000,0,50.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,POSM,98044,8028713980442,TAG FOR SHOPPING BAG - ROW,0,0.1600,50.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,50.00000,0,50.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62721,8028713627217,APERITIVO CANDLE 200 gr. Tester,0,8.7500,3.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,3.00000,0,3.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62721,8028713627217,APERITIVO CANDLE 200 gr. Tester,0,0,2.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,2.00000,0,2.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62822,8028713628221,APERITIVO DIFFUSER Spray 100 ml. Tester,0,5.1200,3.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,3.00000,0,3.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62822,8028713628221,APERITIVO DIFFUSER Spray 100 ml. Tester,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62712,8028713627125,BLACK CANDLE BASE Tester,0,0,2.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,2.00000,0,2.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62712,8028713627125,BLACK CANDLE BASE Tester,0,2.3800,5.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,5.00000,0,5.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62710,8028713627101,BLACK CANDLE LID Tester,0,1.4500,5.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,5.00000,0,5.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62710,8028713627101,BLACK CANDLE LID Tester,0,0,2.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,2.00000,0,2.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,365,8028713003653,Black Cube Candle 1kg TST,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62705,8028713627057,BM ARANCIA CANDLE 200 gr. Tester,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62705,8028713627057,BM ARANCIA CANDLE 200 gr. Tester,0,7.8900,3.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,3.00000,0,3.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62815,8028713628153,BM ARANCIA DIFF. SPRAY 100 ml. Tester,0,5.0700,3.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,3.00000,0,3.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62815,8028713628153,BM ARANCIA DIFF. SPRAY 100 ml. Tester,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57800,8028713578007,BM Arancia EDT 150ml TST,0,4.4900,6.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,6.00000,0,6.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57800,8028713578007,BM Arancia EDT 150ml TST,0,0,9.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,9.00000,0,9.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62805,8028713628054,BM ARANCIA ROOM DIFFUSER 180 ml. Tester,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62805,8028713628054,BM ARANCIA ROOM DIFFUSER 180 ml. Tester,0,8.1600,3.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,3.00000,0,3.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62706,8028713627064,BM Bergamotto Candle 200 Gr Tester,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57804,8028713578045,Bm Bergamotto EDT 150 ml Tester,0,0,4.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,4.00000,0,4.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57720,8028713577208,Bm Bergamotto Spugnatura EDT 100ml TST,0,0,8.00000,0,ADP 2504,0,0,0,0,8.00000,0,8.00000,0,PO0223
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62709,8028713627095,BM CHINOTTO CANDLE 200 gr. Tester,0,0,3.00000,0,ADP 2409,0,0,0,0,3.00000,0,3.00000,0,PO0326
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57885,8028713578854,BM CIPRESSO EDT 150 ml. Tester,0,0,6.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,6.00000,0,6.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57885,8028713578854,BM CIPRESSO EDT 150 ml. Tester,0,5.0300,6.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,6.00000,0,6.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62707,8028713627071,BM FICO CANDLE 200 gr. Tester,0,8.3100,3.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,3.00000,0,3.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62707,8028713627071,BM FICO CANDLE 200 gr. Tester,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62817,8028713628177,BM Fico Diffusore Spray 100 ml Tester,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57802,8028713578021,BM Fico EDT 150ml TST,0,4.8500,66.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,66.00000,0,66.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57802,8028713578021,BM Fico EDT 150ml TST,0,0,69.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,69.00000,0,69.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57801,8028713578014,Bm Mandorlo EDT 150 ml Tester,0,0,10.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,10.00000,0,10.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57801,8028713578014,Bm Mandorlo EDT 150 ml Tester,0,4.4300,6.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,6.00000,0,6.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62708,8028713627088,BM MIRTO CANDLE 200 gr. Tester,0,8.0200,3.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,3.00000,0,3.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62708,8028713627088,BM MIRTO CANDLE 200 gr. Tester,0,0,3.00000,0,ADP 2409,0,0,0,0,3.00000,0,3.00000,0,PO0326
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62708,8028713627088,BM MIRTO CANDLE 200 gr. Tester,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62818,8028713628184,BM MIRTO DIFFUSORE SPRAY 100 ml. Tester,0,4.6500,3.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,3.00000,0,3.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62818,8028713628184,BM MIRTO DIFFUSORE SPRAY 100 ml. Tester,0,0,3.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,3.00000,0,3.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57803,8028713578038,Bm Mirto EDT 150 ml Tester,0,5.0800,90.00000,0,ADP CH 2403 - ETA SIN 2707 TBA,0,0,0,0,90.00000,0,90.00000,0,PO0429
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,57803,8028713578038,Bm Mirto EDT 150 ml Tester,0,0,96.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,96.00000,0,96.00000,0,PO0454
Acqua Di Parma S.R.L (EUR),EUR,ADP,POSM,Tester,62715,8028713627156,CANDLE SNUFFER Tester,0,0,2.00000,0,ADP CH 2305 - ETA SIN 2707 & 2310,0,0,0,0,2.00000,0,2.00000,0,PO0454
